cluster	n_genomes	n_proximal	selected	freq	prox_frac	is_associated
group_1265	68	1	False	0.4320987654320987	0.014705882352941176	False
group_1267	45	0	False	0.2037037037037037	0.0	False
group_1270	43	30	False	0.1604938271604938	0.6976744186046512	True
group_1278	37	1	False	0.2006172839506173	0.02702702702702703	False
group_1281	37	2	False	0.1944444444444444	0.05405405405405406	False
group_1283	27	0	False	0.2407407407407407	0.0	False
group_1284	35	0	False	0.1944444444444444	0.0	False
group_1298	18	0	False	0.2407407407407407	0.0	False
group_1302	30	0	False	0.1851851851851851	0.0	False
group_1305	49	7	False	0.2067901234567901	0.14285714285714285	False
group_1313	45	0	False	0.1728395061728395	0.0	False
group_1327	35	0	False	0.2006172839506173	0.0	False
group_1329	62	0	False	0.2685185185185185	0.0	False
group_1339	41	0	False	0.1882716049382716	0.0	False
group_1355	29	0	False	0.1604938271604938	0.0	False
group_1359	33	0	False	0.1728395061728395	0.0	False
group_1366	37	2	False	0.1728395061728395	0.05405405405405406	False
group_1382	177	15	False	0.6882716049382716	0.0847457627118644	False
group_1388	32	0	False	0.1635802469135802	0.0	False
group_1389	33	0	False	0.2006172839506173	0.0	False
group_1392	29	0	False	0.1759259259259259	0.0	False
group_1403	43	0	False	0.1728395061728395	0.0	False
group_141	207	18	False	0.6820987654320988	0.08695652173913043	False
group_1411	8	1	False	0.2407407407407407	0.125	False
group_1412	100	1	False	0.4722222222222222	0.01	False
group_1419	74	0	False	0.2716049382716049	0.0	False
group_1424	47	0	False	0.2222222222222222	0.0	False
group_1426	28	1	False	0.191358024691358	0.03571428571428571	False
group_1431	30	1	False	0.1851851851851851	0.03333333333333333	False
group_1434	59	0	False	0.2685185185185185	0.0	False
group_1446	13	0	False	0.2654320987654321	0.0	False
group_1459	31	0	False	0.1574074074074074	0.0	False
group_1470	17	0	False	0.1574074074074074	0.0	False
group_1476	39	0	False	0.1728395061728395	0.0	False
group_1481	110	36	False	0.3919753086419753	0.32727272727272727	False
group_1485	41	0	False	0.1975308641975308	0.0	False
group_1486	35	0	False	0.2962962962962963	0.0	False
group_1489	8	0	False	0.2037037037037037	0.0	False
group_149	81	1	False	0.4537037037037037	0.012345679012345678	False
group_1491	91	8	False	0.3611111111111111	0.08791208791208792	False
group_1494	31	1	False	0.1512345679012345	0.03225806451612903	False
group_1495	118	1	False	0.3796296296296296	0.00847457627118644	False
group_152	168	75	False	0.6296296296296297	0.44642857142857145	False
group_1528	4	0	False	0.1975308641975308	0.0	False
group_1529	46	8	False	0.1944444444444444	0.17391304347826086	False
group_1546	61	2	False	0.2592592592592592	0.03278688524590164	False
group_1552	57	2	False	0.2314814814814814	0.03508771929824561	False
group_1554	53	0	False	0.2160493827160493	0.0	False
group_1569	29	0	False	0.1574074074074074	0.0	False
group_1573	96	1	False	0.4506172839506173	0.010416666666666666	False
group_1600	40	7	False	0.7777777777777778	0.175	False
group_1623	216	95	False	0.7006172839506173	0.4398148148148148	False
group_1629	60	0	False	0.3271604938271605	0.0	False
group_1633	14	0	False	0.2407407407407407	0.0	False
group_1645	79	1	False	0.3580246913580246	0.012658227848101266	False
group_1648	103	1	False	0.4444444444444444	0.009708737864077669	False
group_1656	18	1	False	0.2469135802469135	0.05555555555555555	False
group_166	196	29	False	0.7870370370370371	0.14795918367346939	False
group_1660	24	0	False	0.2376543209876543	0.0	False
group_1661	24	0	False	0.3518518518518518	0.0	False
group_171	70	3	False	0.2561728395061728	0.04285714285714286	False
group_172	147	143	True	0.5432098765432098	0.9727891156462585	True
group_1723	73	69	True	0.2932098765432099	0.9452054794520548	True
group_1729	108	1	False	0.9228395061728396	0.009259259259259259	False
group_1733	31	0	False	0.1666666666666666	0.0	False
group_1739	33	0	False	0.1635802469135802	0.0	False
group_1750	47	0	False	0.1759259259259259	0.0	False
group_1804	118	2	False	0.3796296296296296	0.01694915254237288	False
group_182	52	0	False	0.25	0.0	False
group_183	31	0	False	0.2654320987654321	0.0	False
group_1835	179	15	True	0.941358024691358	0.08379888268156424	False
group_188	55	0	False	0.3364197530864197	0.0	False
group_1884	72	66	False	0.2932098765432099	0.9166666666666666	True
group_190	39	0	False	0.1574074074074074	0.0	False
group_1901	166	10	False	0.845679012345679	0.060240963855421686	False
group_1907	102	0	False	0.8796296296296297	0.0	False
group_1924	175	5	False	0.6944444444444444	0.02857142857142857	False
group_1925	165	1	False	0.6759259259259259	0.006060606060606061	False
group_1933	243	237	False	0.8240740740740741	0.9753086419753086	True
group_1934	74	68	False	0.287037037037037	0.918918918918919	True
group_1952	112	0	False	0.3796296296296296	0.0	False
group_1959	33	0	False	0.1820987654320987	0.0	False
group_1967	90	0	False	0.3888888888888889	0.0	False
group_203	258	174	False	0.8271604938271605	0.6744186046511628	True
group_2065	153	2	False	0.7067901234567902	0.013071895424836602	False
group_208	197	0	False	0.7561728395061729	0.0	False
group_2081	76	0	False	0.3117283950617284	0.0	False
group_211	77	0	True	0.3981481481481481	0.0	False
group_2117	50	0	False	0.3858024691358024	0.0	False
group_212	237	139	False	0.8148148148148148	0.5864978902953587	True
group_214	173	2	False	0.6820987654320988	0.011560693641618497	False
group_2152	163	0	False	0.6203703703703703	0.0	False
group_2153	83	0	False	0.3518518518518518	0.0	False
group_2174	43	30	False	0.1604938271604938	0.6976744186046512	True
group_2205	119	17	False	0.4969135802469135	0.14285714285714285	False
group_2213	64	0	False	0.2685185185185185	0.0	False
group_2220	34	1	False	0.1512345679012345	0.029411764705882353	False
group_2258	115	18	False	0.4969135802469135	0.1565217391304348	False
group_2263	50	15	False	0.1635802469135802	0.3	False
group_2271	78	26	True	0.2592592592592592	0.3333333333333333	False
group_2330	16	0	False	0.3302469135802469	0.0	False
group_2335	61	4	False	0.5154320987654321	0.06557377049180328	False
group_2346	280	4	False	0.6728395061728395	0.014285714285714285	False
group_2355	71	5	False	0.2932098765432099	0.07042253521126761	False
group_238	17	0	False	0.1851851851851851	0.0	False
group_2382	250	245	False	0.8302469135802469	0.98	True
group_2414	26	0	False	0.1604938271604938	0.0	False
group_2430	121	2	True	0.382716049382716	0.01652892561983471	False
group_244	61	3	False	0.25	0.04918032786885246	False
group_246	277	246	False	0.3425925925925926	0.8880866425992779	True
group_2468	79	62	False	0.2962962962962963	0.7848101265822784	True
group_2474	35	0	False	0.1666666666666666	0.0	False
group_2500	198	184	False	0.6481481481481481	0.9292929292929293	True
group_2502	254	249	False	0.8333333333333334	0.9803149606299213	True
group_2537	74	57	False	0.2962962962962963	0.7702702702702703	True
group_2540	93	4	False	0.441358024691358	0.043010752688172046	False
group_2559	39	0	False	0.2376543209876543	0.0	False
group_2579	134	0	False	0.6512345679012346	0.0	False
group_2580	109	55	False	0.382716049382716	0.5045871559633027	True
group_2602	51	1	False	0.2098765432098765	0.0196078431372549	False
group_2605	25	0	False	0.1604938271604938	0.0	False
group_2606	65	0	False	0.3580246913580246	0.0	False
group_264	37	1	False	0.1759259259259259	0.02702702702702703	False
group_2652	100	0	False	0.9382716049382716	0.0	False
group_2653	22	0	False	0.9290123456790124	0.0	False
group_2673	56	0	False	0.2098765432098765	0.0	False
group_2678	44	39	False	0.1635802469135802	0.8863636363636364	True
group_2702	274	243	False	0.2932098765432099	0.8868613138686131	True
group_2703	46	46	False	0.7037037037037037	1.0	True
group_2706	179	157	False	0.8765432098765432	0.8770949720670391	True
group_271	107	0	True	0.3333333333333333	0.0	False
group_273	32	0	False	0.2314814814814814	0.0	False
group_2732	36	1	False	0.2006172839506173	0.027777777777777776	False
group_2741	22	0	False	0.1666666666666666	0.0	False
group_276	38	4	True	0.1635802469135802	0.10526315789473684	False
group_277	144	9	False	0.941358024691358	0.0625	False
group_2776	4	0	False	0.2129629629629629	0.0	False
group_278	211	16	False	0.2067901234567901	0.07582938388625593	False
group_2799	8	0	False	0.2376543209876543	0.0	False
group_280	36	2	False	0.7932098765432098	0.05555555555555555	False
group_2811	39	0	False	0.1882716049382716	0.0	False
group_2812	38	0	False	0.1820987654320987	0.0	False
group_2825	14	0	False	0.2191358024691358	0.0	False
group_2838	47	0	False	0.2006172839506173	0.0	False
group_2852	3	0	False	0.1543209876543209	0.0	False
group_2887	33	1	False	0.1574074074074074	0.030303030303030304	False
group_2890	48	3	False	0.1820987654320987	0.0625	False
group_2897	67	53	False	0.2654320987654321	0.7910447761194029	True
group_2922	120	5	False	0.4567901234567901	0.041666666666666664	False
group_2933	20	0	False	0.1820987654320987	0.0	False
group_2949	36	0	True	0.191358024691358	0.0	False
group_3001	176	15	False	0.691358024691358	0.08522727272727272	False
group_3002	177	1	False	0.6759259259259259	0.005649717514124294	False
group_3006	76	70	False	0.2932098765432099	0.9210526315789473	True
group_3009	222	3	False	0.9166666666666666	0.013513513513513514	False
group_3044	12	0	False	0.2808641975308642	0.0	False
group_3091	11	0	False	0.4382716049382716	0.0	False
group_3093	12	1	False	0.1574074074074074	0.08333333333333333	False
group_3097	78	61	False	0.2962962962962963	0.782051282051282	True
group_3102	44	0	False	0.1666666666666666	0.0	False
group_3104	6	4	True	0.2777777777777778	0.6666666666666666	True
group_3110	26	3	False	0.2345679012345679	0.11538461538461539	False
group_3112	86	2	False	0.7283950617283951	0.023255813953488372	False
group_3139	27	0	False	0.2314814814814814	0.0	False
group_3140	41	2	False	0.3641975308641975	0.04878048780487805	False
group_3146	118	2	False	0.382716049382716	0.01694915254237288	False
group_3152	168	21	False	0.7623456790123457	0.125	False
group_3163	266	245	False	0.6666666666666666	0.9210526315789473	True
group_3165	216	0	False	0.8734567901234568	0.0	False
group_3174	47	1	False	0.1666666666666666	0.02127659574468085	False
group_3191	142	53	False	0.5679012345679012	0.3732394366197183	False
group_3192	282	119	False	0.9475308641975309	0.4219858156028369	False
group_3193	171	8	False	0.9320987654320988	0.04678362573099415	False
group_3194	38	0	False	0.2160493827160493	0.0	False
group_3198	36	0	True	0.1851851851851851	0.0	False
group_3218	225	29	False	0.8271604938271605	0.1288888888888889	False
group_3228	44	44	False	0.654320987654321	1.0	True
group_3238	101	2	True	0.8641975308641975	0.019801980198019802	False
group_3269	39	0	False	0.1574074074074074	0.0	False
group_3274	41	0	False	0.1604938271604938	0.0	False
group_3280	9	0	False	0.2098765432098765	0.0	False
group_3287	1	0	False	0.2129629629629629	0.0	False
group_329	72	57	False	0.3086419753086419	0.7916666666666666	True
group_3291	95	4	False	0.1543209876543209	0.042105263157894736	False
group_3294	22	0	True	0.3611111111111111	0.0	False
group_33	9	0	False	0.3703703703703703	0.0	False
group_3319	43	38	False	0.1604938271604938	0.8837209302325582	True
group_3320	104	0	False	0.6728395061728395	0.0	False
group_3332	43	30	False	0.1604938271604938	0.6976744186046512	True
group_3343	157	1	False	0.3672839506172839	0.006369426751592357	False
group_3351	208	193	False	0.6604938271604939	0.9278846153846154	True
group_3352	170	0	False	0.9228395061728396	0.0	False
group_3354	43	7	False	0.6604938271604939	0.16279069767441862	False
group_3356	103	1	False	0.7993827160493827	0.009708737864077669	False
group_3368	229	25	False	0.7592592592592593	0.1091703056768559	False
group_3369	177	5	False	0.6944444444444444	0.02824858757062147	False
group_3370	164	106	True	0.6172839506172839	0.6463414634146342	True
group_3371	287	201	True	0.9320987654320988	0.7003484320557491	True
group_3374	177	2	False	0.6944444444444444	0.011299435028248588	False
group_34	6	0	False	0.228395061728395	0.0	False
group_3422	19	19	False	0.2006172839506173	1.0	True
group_3440	27	0	False	0.2037037037037037	0.0	False
group_3450	21	1	False	0.1574074074074074	0.047619047619047616	False
group_3467	67	50	False	0.6265432098765432	0.746268656716418	True
group_3492	35	0	False	0.2438271604938271	0.0	False
group_351	97	0	False	0.8827160493827161	0.0	False
group_3519	66	1	False	0.6080246913580247	0.015151515151515152	False
group_3544	33	0	False	0.1820987654320987	0.0	False
group_3545	106	101	False	0.3981481481481481	0.9528301886792453	True
group_3551	249	8	False	0.8549382716049383	0.0321285140562249	False
group_3554	38	1	False	0.1666666666666666	0.02631578947368421	False
group_3570	16	0	False	0.5401234567901234	0.0	False
group_3577	61	0	False	0.3179012345679012	0.0	False
group_3579	112	1	False	0.5	0.008928571428571428	False
group_3584	27	23	False	0.2006172839506173	0.8518518518518519	True
group_3591	220	0	False	0.9228395061728396	0.0	False
group_3604	115	1	False	0.6141975308641975	0.008695652173913044	False
group_3605	60	0	False	0.3487654320987654	0.0	False
group_3610	25	0	False	0.3148148148148148	0.0	False
group_3619	30	1	False	0.1666666666666666	0.03333333333333333	False
group_3620	33	0	False	0.1820987654320987	0.0	False
group_3627	36	1	False	0.2469135802469135	0.027777777777777776	False
group_3642	40	0	False	0.2129629629629629	0.0	False
group_3644	55	0	False	0.2592592592592592	0.0	False
group_3648	111	0	False	0.941358024691358	0.0	False
group_3660	1	1	False	0.1882716049382716	1.0	True
group_3667	36	1	False	0.1574074074074074	0.027777777777777776	False
group_3672	49	0	False	0.2253086419753086	0.0	False
group_3675	39	0	False	0.1882716049382716	0.0	False
group_3687	47	3	False	0.1635802469135802	0.06382978723404255	False
group_3688	14	0	False	0.3148148148148148	0.0	False
group_3694	15	0	False	0.2839506172839506	0.0	False
group_3696	95	0	False	0.3888888888888889	0.0	False
group_3697	58	0	False	0.3425925925925926	0.0	False
group_3712	60	3	False	0.2932098765432099	0.05	False
group_3734	157	1	False	0.6234567901234568	0.006369426751592357	False
group_3766	7	0	False	0.2469135802469135	0.0	False
group_3769	58	1	False	0.1697530864197531	0.017241379310344827	False
group_3772	118	0	False	0.4691358024691358	0.0	False
group_3785	72	6	False	0.2962962962962963	0.08333333333333333	False
group_3795	134	0	False	0.3919753086419753	0.0	False
group_380	26	0	False	0.1604938271604938	0.0	False
group_3803	37	1	False	0.2746913580246913	0.02702702702702703	False
group_381	175	8	False	0.925925925925926	0.045714285714285714	False
group_3811	43	38	False	0.1604938271604938	0.8837209302325582	True
group_3814	44	0	False	0.2160493827160493	0.0	False
group_3831	62	4	False	0.25	0.06451612903225806	False
group_385	72	6	False	0.2962962962962963	0.08333333333333333	False
group_3853	58	4	False	0.5030864197530864	0.06896551724137931	False
group_3871	118	2	False	0.3796296296296296	0.01694915254237288	False
group_3880	199	1	True	0.8858024691358025	0.005025125628140704	False
group_3884	65	2	False	0.2716049382716049	0.03076923076923077	False
group_3889	114	1	False	0.3734567901234568	0.008771929824561403	False
group_3894	105	1	False	0.925925925925926	0.009523809523809525	False
group_3900	242	14	False	0.9444444444444444	0.05785123966942149	False
group_3906	163	0	False	0.6419753086419753	0.0	False
group_3909	94	2	False	0.5308641975308642	0.02127659574468085	False
group_3917	33	0	True	0.1820987654320987	0.0	False
group_3926	104	2	False	0.4969135802469135	0.019230769230769232	False
group_3933	289	0	False	0.9382716049382716	0.0	False
group_3934	260	0	True	0.8518518518518519	0.0	False
group_3939	131	0	True	0.9228395061728396	0.0	False
group_3946	17	0	False	0.1574074074074074	0.0	False
group_3963	62	0	False	0.2993827160493827	0.0	False
group_4	73	7	False	0.2962962962962963	0.0958904109589041	False
group_4002	239	0	False	0.9475308641975309	0.0	False
group_4020	62	4	False	0.25	0.06451612903225806	False
group_4037	47	0	True	0.5030864197530864	0.0	False
group_4049	12	0	False	0.228395061728395	0.0	False
group_4057	26	0	False	0.191358024691358	0.0	False
group_4060	195	182	False	0.6481481481481481	0.9333333333333333	True
group_4080	143	0	True	0.7098765432098766	0.0	False
group_4082	14	0	False	0.5154320987654321	0.0	False
group_4092	107	0	False	0.5401234567901234	0.0	False
group_4094	41	0	False	0.1512345679012345	0.0	False
group_4095	192	184	False	0.6882716049382716	0.9583333333333334	True
group_4096	154	63	False	0.8425925925925926	0.4090909090909091	False
group_4097	166	1	True	0.7901234567901234	0.006024096385542169	False
group_413	240	70	False	0.8024691358024691	0.2916666666666667	False
group_416	22	0	False	0.2561728395061728	0.0	False
group_418	2	0	False	0.1820987654320987	0.0	False
group_425	33	0	False	0.1820987654320987	0.0	False
group_427	33	0	False	0.1820987654320987	0.0	False
group_430	63	1	False	0.2438271604938271	0.015873015873015872	False
group_441	97	0	False	0.6419753086419753	0.0	False
group_449	85	0	False	0.3796296296296296	0.0	False
group_451	33	27	False	0.1574074074074074	0.8181818181818182	True
group_460	91	14	False	0.4166666666666667	0.15384615384615385	False
group_465	35	0	False	0.2191358024691358	0.0	False
group_479	39	0	False	0.1697530864197531	0.0	False
group_5	198	0	False	0.8487654320987654	0.0	False
group_513	45	0	False	0.2098765432098765	0.0	False
group_518	92	0	False	0.3888888888888889	0.0	False
group_523	23	0	False	0.1882716049382716	0.0	False
group_528	40	0	False	0.1728395061728395	0.0	False
group_529	69	1	False	0.228395061728395	0.014492753623188406	False
group_53	13	2	False	0.1666666666666666	0.15384615384615385	False
group_536	18	0	False	0.1790123456790123	0.0	False
group_537	267	1	True	0.8302469135802469	0.003745318352059925	False
group_555	152	6	False	0.7006172839506173	0.039473684210526314	False
group_568	74	0	False	0.324074074074074	0.0	False
group_575	43	38	True	0.1604938271604938	0.8837209302325582	True
group_579	47	0	False	0.2376543209876543	0.0	False
group_58	43	30	False	0.1604938271604938	0.6976744186046512	True
group_591	48	0	False	0.2222222222222222	0.0	False
group_593	72	4	False	0.2962962962962963	0.05555555555555555	False
group_613	39	0	True	0.1882716049382716	0.0	False
group_614	39	0	False	0.1759259259259259	0.0	False
group_615	39	0	False	0.1882716049382716	0.0	False
group_617	39	0	False	0.1882716049382716	0.0	False
group_618	42	0	False	0.1882716049382716	0.0	False
group_619	39	0	False	0.1882716049382716	0.0	False
group_624	39	0	False	0.1882716049382716	0.0	False
group_634	71	55	False	0.2962962962962963	0.7746478873239436	True
group_64	46	44	False	0.1666666666666666	0.9565217391304348	True
group_662	1	0	False	0.3024691358024691	0.0	False
group_663	3	0	False	0.2191358024691358	0.0	False
group_667	73	7	False	0.2993827160493827	0.0958904109589041	False
group_675	9	0	False	0.345679012345679	0.0	False
group_676	71	0	False	0.4320987654320987	0.0	False
group_681	52	4	True	0.2037037037037037	0.07692307692307693	False
group_682	92	0	False	0.3888888888888889	0.0	False
group_683	46	2	False	0.382716049382716	0.043478260869565216	False
group_690	4	0	False	0.2808641975308642	0.0	False
group_695	31	0	False	0.1604938271604938	0.0	False
group_70	57	0	True	0.7283950617283951	0.0	False
group_702	24	2	False	0.1543209876543209	0.08333333333333333	False
group_704	46	0	False	0.1759259259259259	0.0	False
group_71	69	0	False	0.2623456790123457	0.0	False
group_716	66	0	False	0.1512345679012345	0.0	False
group_719	38	0	False	0.1574074074074074	0.0	False
group_722	40	0	False	0.1574074074074074	0.0	False
group_730	79	0	False	0.404320987654321	0.0	False
group_735	62	3	False	0.25	0.04838709677419355	False
group_741	27	0	False	0.2623456790123457	0.0	False
group_754	74	13	False	0.2962962962962963	0.17567567567567569	False
group_756	197	0	False	0.910493827160494	0.0	False
group_759	25	0	False	0.2314814814814814	0.0	False
group_769	42	0	False	0.1851851851851851	0.0	False
group_771	48	1	False	0.2098765432098765	0.020833333333333332	False
group_772	48	0	False	0.2222222222222222	0.0	False
group_8	224	9	False	0.8425925925925926	0.04017857142857143	False
group_805	71	10	False	0.2962962962962963	0.14084507042253522	False
group_814	219	6	False	0.910493827160494	0.0273972602739726	False
group_815	57	0	False	0.2191358024691358	0.0	False
group_818	68	0	False	0.287037037037037	0.0	False
group_82	136	0	True	0.5401234567901234	0.0	False
group_836	62	4	False	0.25	0.06451612903225806	False
group_838	108	0	False	0.9290123456790124	0.0	False
group_848	159	0	True	0.654320987654321	0.0	False
group_851	166	0	False	0.8641975308641975	0.0	False
group_857	96	0	False	0.404320987654321	0.0	False
group_86	133	0	False	0.6080246913580247	0.0	False
group_861	107	2	False	0.5030864197530864	0.018691588785046728	False
group_876	62	0	False	0.2685185185185185	0.0	False
group_894	149	12	False	0.8672839506172839	0.08053691275167785	False
group_900	23	0	False	0.1697530864197531	0.0	False
group_908	43	1	False	0.1851851851851851	0.023255813953488372	False
group_909	96	7	False	0.3919753086419753	0.07291666666666667	False
group_913	6	0	False	0.3086419753086419	0.0	False
group_917	38	7	False	0.1635802469135802	0.18421052631578946	False
group_919	49	0	False	0.2438271604938271	0.0	False
group_92	11	0	False	0.9320987654320988	0.0	False
group_93	104	0	False	0.8364197530864198	0.0	False
group_931	172	21	False	0.9197530864197532	0.12209302325581395	False
group_956	34	0	False	0.1604938271604938	0.0	False
group_968	5	0	False	0.1697530864197531	0.0	False
group_971	36	3	False	0.1851851851851851	0.08333333333333333	False
group_980	32	0	False	0.2098765432098765	0.0	False
group_986	84	0	False	0.2376543209876543	0.0	False
group_990	68	0	False	0.345679012345679	0.0	False
group_993	84	0	False	0.3641975308641975	0.0	False
group_998	80	25	True	0.2623456790123457	0.3125	False
hylP	40	0	False	0.1975308641975308	0.0	False
ideS	114	58	False	0.4166666666666667	0.5087719298245614	True
lanM	316	2	False	0.904320987654321	0.006329113924050633	False
lepA	171	5	False	0.3148148148148148	0.029239766081871343	False
lepB	254	0	False	0.941358024691358	0.0	False
ligA	229	1	False	0.9382716049382716	0.004366812227074236	False
mf2	69	0	False	0.3487654320987654	0.0	False
mga	41	11	False	0.1635802469135802	0.2682926829268293	False
mrp	181	0	False	0.8580246913580247	0.0	False
nra	50	0	False	0.228395061728395	0.0	False
ntdP	22	0	False	0.9320987654320988	0.0	False
prtF1	160	5	False	0.5864197530864198	0.03125	False
raiA	117	1	False	0.2993827160493827	0.008547008547008548	False
rofA	209	12	False	0.7777777777777778	0.05741626794258373	False
rpsB	214	14	False	0.2067901234567901	0.06542056074766354	False
scl1~~~slc1	201	0	False	0.9135802469135802	0.0	False
slc2	191	12	False	0.941358024691358	0.06282722513089005	False
smeZ	186	6	False	0.8518518518518519	0.03225806451612903	False
speC	69	0	False	0.3395061728395062	0.0	False
spej	83	28	False	0.3364197530864197	0.3373493975903614	False
tetM	89	8	False	0.3580246913580246	0.0898876404494382	False
tsf	39	0	False	0.7932098765432098	0.0	False
uidA	117	1	False	0.3796296296296296	0.008547008547008548	False
uxaC	118	0	False	0.3796296296296296	0.0	False
