genome	cluster	freq	selected	flanked	dist_IS
GCA_011290585.1	group_1175	0.6882716049382716	False	False	135845.0
GCA_011290585.1	group_3369	0.6944444444444444	False	False	136540.0
GCA_011290585.1	group_3374	0.6944444444444444	False	False	137292.0
GCA_011290585.1	group_214	0.6820987654320988	False	False	138206.0
GCA_011290585.1	group_3320	0.6728395061728395	False	False	138495.0
GCA_011290585.1	folE	0.9382716049382716	False	False	144218.0
GCA_011290585.1	folB	0.9382716049382716	False	False	145618.0
GCA_011290585.1	group_3009	0.9166666666666666	False	False	152029.0
GCA_011290585.1	group_2152	0.6203703703703703	False	False	123849.0
GCA_011290585.1	group_3734	0.6234567901234568	False	False	115184.0
GCA_011290585.1	group_82	0.5401234567901234	True	False	114177.0
GCA_011290585.1	group_3002	0.6759259259259259	False	False	113407.0
GCA_011290585.1	group_1925	0.6759259259259259	False	False	112698.0
GCA_011290585.1	group_4002	0.9475308641975309	False	False	104463.0
GCA_011290585.1	group_3900	0.9444444444444444	False	False	85253.0
GCA_011290585.1	glmS	0.941358024691358	False	False	20124.0
GCA_011290585.1	lepB	0.941358024691358	False	False	19391.0
GCA_011290585.1	group_824	0.11419753086419752	False	False	5836.0
GCA_011290585.1	group_3813	0.1111111111111111	False	False	7679.0
GCA_011290585.1	group_825	0.11419753086419752	False	False	8354.0
GCA_011290585.1	group_1023	0.11419753086419752	False	False	9034.0
GCA_011290585.1	group_452	0.11728395061728394	False	False	9744.0
GCA_011290585.1	group_1024	0.11419753086419752	False	False	10154.0
GCA_011290585.1	group_443	0.1111111111111111	False	False	10711.0
GCA_011290585.1	group_941	0.1111111111111111	False	False	11186.0
GCA_011290585.1	mobC	0.10493827160493827	False	False	12429.0
GCA_011290585.1	group_940	0.10802469135802469	False	False	12787.0
GCA_011290585.1	group_1938	0.046296296296296294	False	False	14132.0
GCA_011290585.1	group_3692	0.040123456790123455	False	False	16738.0
GCA_011290585.1	tetT	0.043209876543209874	False	False	18491.0
GCA_011290585.1	group_1777	0.043209876543209874	False	False	20892.0
GCA_011290585.1	group_3865	0.043209876543209874	False	False	22364.0
GCA_011290585.1	group_3866	0.043209876543209874	False	False	23605.0
GCA_011290585.1	group_1370	0.11419753086419752	False	False	25439.0
GCA_011290585.1	group_779	0.05246913580246913	False	False	24067.0
GCA_011290585.1	group_3705	0.05555555555555555	False	False	22263.0
GCA_011290585.1	group_5889	0.05246913580246913	False	False	15414.0
GCA_011290585.1	group_1368	0.10802469135802469	False	False	14462.0
GCA_011290585.1	topB	0.10185185185185185	False	False	12748.0
GCA_011290585.1	group_1364	0.10493827160493827	False	False	11673.0
GCA_011290585.1	group_1358	0.1111111111111111	False	False	11068.0
GCA_011290585.1	group_1300	0.1111111111111111	False	False	8524.0
GCA_011290585.1	group_1212	0.11419753086419752	False	False	8298.0
GCA_011290585.1	group_1299	0.10802469135802469	False	False	5698.0
GCA_011290585.1	group_3647	0.10802469135802469	False	False	3267.0
GCA_011290585.1	group_745	0.11419753086419752	False	False	2966.0
GCA_011290585.1	group_318	0.11728395061728394	False	False	2674.0
GCA_011290585.1	group_744	0.11419753086419752	False	False	1801.0
GCA_011290585.1	group_4132	0.021604938271604937	False	False	63.0
GCA_011290585.1	group_4111	0.021604938271604937	False	False	0.0
GCA_011290585.1	group_4133	0.021604938271604937	False	False	0.0
GCA_011290585.1	group_4124	0.021604938271604937	False	False	0.0
GCA_011290585.1	group_4116	0.021604938271604937	True	False	504.0
GCA_011290585.1	group_4106	0.021604938271604937	False	False	2976.0
GCA_011290585.1	group_4131	0.021604938271604937	False	False	3407.0
GCA_011290585.1	group_4113	0.021604938271604937	True	False	3861.0
GCA_011290585.1	group_4108	0.021604938271604937	False	False	4634.0
GCA_011290585.1	group_4128	0.021604938271604937	False	False	5388.0
GCA_011290585.1	group_4109	0.021604938271604937	False	False	6449.0
GCA_011290585.1	group_4125	0.021604938271604937	False	False	7372.0
GCA_011290585.1	group_4114	0.021604938271604937	False	False	8109.0
GCA_011290585.1	group_4119	0.043209876543209874	False	False	8684.0
GCA_011290585.1	group_4117	0.027777777777777776	False	False	11266.0
GCA_011290585.1	group_1229	0.1111111111111111	False	False	11399.0
GCA_011290585.1	group_2390	0.024691358024691357	False	False	12050.0
GCA_011290585.1	group_1728	0.09567901234567901	False	False	13917.0
GCA_011290585.1	group_1204	0.1111111111111111	False	False	14211.0
GCA_011290585.1	group_742	0.11728395061728394	False	False	16000.0
GCA_011290585.1	group_1198	0.11728395061728394	False	False	16731.0
GCA_011290585.1	group_733	0.11419753086419752	False	False	17209.0
GCA_011290585.1	group_1197	0.10802469135802469	False	False	18033.0
GCA_011290585.1	group_3551	0.8549382716049383	False	False	19036.0
GCA_011290585.1	group_2430	0.38271604938271603	True	False	28237.0
GCA_011290585.1	group_3146	0.38271604938271603	False	False	30022.0
GCA_011290585.1	group_1804	0.37962962962962965	False	False	31929.0
GCA_011290585.1	group_3871	0.37962962962962965	False	False	31855.0
GCA_011290585.1	group_1086	0.37962962962962965	False	False	30746.0
GCA_011290585.1	uxaC	0.37962962962962965	False	False	29254.0
GCA_011290585.1	eda	0.37962962962962965	False	False	28607.0
GCA_011290585.1	group_1495	0.37962962962962965	False	False	27807.0
GCA_011290585.1	uidA	0.37962962962962965	False	False	25975.0
GCA_011290585.1	group_3889	0.3734567901234568	False	False	24923.0
GCA_011290585.1	group_1952	0.37962962962962965	False	False	23226.0
GCA_011290585.1	group_2579	0.6512345679012346	False	False	15762.0
GCA_011290585.1	group_3939	0.9228395061728395	True	False	16349.0
GCA_011290585.1	group_5	0.8487654320987654	False	False	91403.0
GCA_011290585.1	cas2	0.5154320987654321	False	False	102505.0
GCA_011290585.1	cas1c	0.49074074074074076	False	False	102809.0
GCA_011290585.1	cas4	0.5	False	False	103831.0
GCA_011290585.1	cas7c	0.49382716049382713	False	False	104507.0
GCA_011290585.1	cas8c	0.49382716049382713	False	False	105360.0
GCA_011290585.1	cas5c	0.5061728395061729	False	False	107255.0
GCA_011290585.1	cas3	0.4537037037037037	False	False	108116.0
GCA_011290585.1	group_1194	0.8858024691358025	False	False	113328.0
GCA_011290585.1	ntdP	0.9320987654320988	False	False	146138.0
GCA_011290585.1	raiA	0.2993827160493827	False	False	154364.0
GCA_011290585.1	group_300	0.12037037037037036	False	False	158728.0
GCA_011290585.1	group_3894	0.9259259259259259	False	False	145601.0
GCA_011290585.1	group_1729	0.9228395061728395	False	False	142066.0
GCA_011290585.1	group_3356	0.7993827160493827	False	False	140664.0
GCA_011290585.1	group_894	0.8672839506172839	False	False	117738.0
GCA_011290585.1	group_894	0.8672839506172839	False	False	117470.0
GCA_011290585.1	group_2117	0.38580246913580246	False	False	87199.0
GCA_011290585.1	group_2752	0.10185185185185185	False	False	82171.0
GCA_011290585.1	group_838	0.9290123456790124	False	False	79492.0
GCA_011290585.1	group_1132	0.7962962962962963	False	False	78334.0
GCA_011290585.1	group_4136	0.027777777777777776	False	False	37842.0
GCA_011290585.1	group_4135	0.027777777777777776	False	False	35883.0
GCA_011290585.1	dfrG	0.027777777777777776	False	False	35314.0
GCA_011290585.1	endoS	0.8796296296296297	False	False	2263.0
GCA_011290585.1	group_93	0.8364197530864198	False	False	21341.0
GCA_011290585.1	group_3112	0.7283950617283951	False	False	45157.0
GCA_011290585.1	group_3570	0.5401234567901234	False	False	20753.0
GCA_011290585.1	group_3228	0.654320987654321	False	True	76.0
GCA_011290585.1	group_2703	0.7037037037037037	False	True	854.0
GCA_011290585.1	group_2706	0.8765432098765432	False	False	503.0
GCA_011290585.1	group_2346	0.6728395061728395	False	False	42924.0
GCA_011290585.1	group_1600	0.7777777777777778	False	False	44331.0
GCA_011290585.1	group_1013	0.3487654320987654	False	False	45149.0
GCA_011290585.1	cadX	0.8425925925925926	False	False	46116.0
GCA_011290585.1	group_8	0.8425925925925926	False	False	46466.0
GCA_011290585.1	group_909	0.39197530864197533	False	False	47109.0
GCA_011290585.1	group_1446	0.2654320987654321	False	False	63394.0
GCA_011290585.1	group_4092	0.5401234567901234	False	False	66626.0
GCA_011290585.1	group_3294	0.3611111111111111	True	False	67160.0
GCA_011290585.1	group_900	0.1697530864197531	False	False	67894.0
GCA_011290585.1	group_4090	0.09259259259259259	False	False	68717.0
GCA_011290585.1	group_3103	0.12345679012345678	False	False	69312.0
GCA_011290585.1	group_857	0.404320987654321	False	False	71512.0
GCA_011290585.1	group_1123	0.8209876543209876	False	False	89600.0
GCA_011290585.1	group_277	0.941358024691358	False	False	96112.0
GCA_011290585.1	tsf	0.7932098765432098	False	False	98173.0
GCA_011290585.1	group_280	0.7932098765432098	False	False	99347.0
GCA_011290585.1	group_756	0.9104938271604939	False	False	97826.0
GCA_011290585.1	group_1099	0.9104938271604939	False	False	95315.0
GCA_011290585.1	group_3591	0.9228395061728395	False	False	94671.0
GCA_011290585.1	ftcD	0.8518518518518519	False	False	93761.0
GCA_011290585.1	group_814	0.9104938271604939	False	False	91643.0
GCA_011290585.1	mga	0.16358024691358025	False	False	44229.0
GCA_011290585.1	group_5873	0.030864197530864196	False	False	40091.0
GCA_011290585.1	fbpA	0.8858024691358025	False	False	32946.0
GCA_011290585.1	group_555	0.7006172839506173	False	False	23443.0
GCA_011290585.1	smeZ	0.8518518518518519	False	False	22458.0
GCA_011290585.1	group_3926	0.49691358024691357	False	False	21703.0
GCA_011290585.1	group_861	0.5030864197530864	False	False	21208.0
GCA_011290585.1	group_931	0.9197530864197531	False	False	12067.0
GCA_011290585.1	group_4138	0.08641975308641975	False	True	109.0
GCA_011290585.1	group_4137	0.08333333333333333	False	True	239.0
GCA_011290585.1	group_4080	0.7098765432098766	True	False	16477.0
GCA_011290585.1	group_381	0.9259259259259259	False	False	34835.0
GCA_011290585.1	group_3193	0.9320987654320988	False	False	35160.0
GCA_011290585.1	lanM	0.904320987654321	False	False	44546.0
GCA_011290585.1	lanM	0.904320987654321	False	False	46170.0
GCA_011290585.1	group_3352	0.9228395061728395	False	False	47439.0
GCA_011290585.1	group_2732	0.2006172839506173	False	False	53679.0
GCA_011290585.1	group_4057	0.19135802469135801	False	False	92855.0
GCA_011290585.1	group_504	0.09567901234567901	False	False	82358.0
GCA_011290585.1	group_4139	0.0030864197530864196	False	False	79738.0
GCA_011290585.1	group_3521	0.12962962962962962	False	False	78778.0
GCA_011290585.1	group_4140	0.0030864197530864196	False	False	78361.0
GCA_011290585.1	group_5815	0.018518518518518517	False	False	75632.0
GCA_011290585.1	group_1095	0.8425925925925926	False	False	346.0
GCA_011290585.1	group_3351	0.6604938271604939	False	False	1481.0
GCA_011290585.1	group_3163	0.6666666666666666	False	False	2425.0
GCA_011290585.1	group_2500	0.6481481481481481	False	False	3686.0
GCA_011290585.1	group_4060	0.6481481481481481	False	False	4534.0
GCA_011290585.1	group_141	0.6820987654320988	False	False	5289.0
GCA_011290585.1	group_413	0.8024691358024691	False	False	7319.0
GCA_011290585.1	group_3934	0.8518518518518519	True	False	29148.0
GCA_011290585.1	group_3933	0.9382716049382716	False	False	28163.0
GCA_011290585.1	group_203	0.8271604938271605	False	False	955.0
GCA_011290585.1	group_3371	0.9320987654320988	True	False	461.0
GCA_011290585.1	group_4095	0.6882716049382716	False	False	177.0
GCA_011290585.1	group_172	0.5432098765432098	True	False	374.0
GCA_011290585.1	group_2263	0.16358024691358025	False	False	29283.0
GCA_011290585.1	spej	0.33641975308641975	False	False	30145.0
GCA_011290585.1	group_2271	0.25925925925925924	True	False	31156.0
GCA_011290585.1	group_1875	0.046296296296296294	False	False	32155.0
GCA_011290585.1	group_1481	0.39197530864197533	False	False	32881.0
GCA_011290585.1	group_806	0.043209876543209874	True	False	33406.0
GCA_011290585.1	group_537	0.8302469135802469	True	False	39755.0
GCA_011290585.1	group_3368	0.7592592592592593	False	False	516.0
GCA_011290585.1	group_3605	0.3487654320987654	False	False	7258.0
GCA_011290585.1	group_2502	0.8333333333333334	False	False	294.0
GCA_011290585.1	group_2382	0.8302469135802469	False	False	817.0
GCA_011290585.1	group_1933	0.8240740740740741	False	False	2373.0
GCA_011290585.1	group_271	0.3333333333333333	True	False	22826.0
GCA_011290585.1	group_1834	0.06481481481481481	True	False	24318.0
GCA_011290585.1	group_985	0.13580246913580246	False	False	52920.0
GCA_011290585.1	group_215	0.10493827160493827	False	False	58139.0
GCA_011290585.1	group_1313	0.1728395061728395	False	False	58998.0
GCA_011290585.1	group_1241	0.07098765432098765	False	False	59863.0
GCA_011290585.1	group_2218	0.030864197530864196	False	False	60882.0
GCA_011290585.1	prtF1	0.5864197530864198	False	False	63821.0
GCA_011290585.1	rofA	0.7777777777777778	False	False	65870.0
GCA_041901925.1	group_2110	0.037037037037037035	False	False	0.0
GCA_041901925.1	group_2502	0.8333333333333334	False	False	294.0
GCA_041901925.1	group_4178	0.04938271604938271	False	False	0.0
GCA_041901925.1	group_4170	0.04938271604938271	False	False	0.0
GCA_041901925.1	aph3IIIa	0.08024691358024691	False	False	146.0
GCA_041901925.1	sat4	0.06481481481481481	False	False	1033.0
GCA_041901925.1	group_4095	0.6882716049382716	False	False	177.0
GCA_041901925.1	group_1188	0.8518518518518519	True	False	233.0
GCA_041901925.1	group_3371	0.9320987654320988	True	False	473.0
GCA_041901925.1	group_537	0.8302469135802469	True	False	20354.0
GCA_041901925.1	group_5912	0.037037037037037035	False	False	0.0
GCA_041901925.1	group_3516	0.07716049382716049	False	False	0.0
GCA_041901925.1	group_754	0.2962962962962963	False	False	2362.0
GCA_041901925.1	group_4544	0.037037037037037035	False	False	54.0
GCA_041901925.1	group_4182	0.06481481481481481	False	False	0.0
GCA_041901925.1	group_805	0.2962962962962963	False	False	667.0
GCA_041901925.1	group_4	0.2962962962962963	False	False	2841.0
GCA_041901925.1	group_667	0.2993827160493827	False	False	3839.0
GCA_042863475.1	group_537	0.8302469135802469	True	False	39865.0
GCA_042863475.1	group_5838	0.04938271604938271	False	False	60153.0
GCA_042863475.1	group_824	0.11419753086419752	False	True	5554.0
GCA_042863475.1	group_3813	0.1111111111111111	False	True	6310.0
GCA_042863475.1	group_825	0.11419753086419752	False	True	5361.0
GCA_042863475.1	group_1023	0.11419753086419752	False	True	4576.0
GCA_042863475.1	group_452	0.11728395061728394	False	True	3980.0
GCA_042863475.1	group_1024	0.11419753086419752	False	True	3423.0
GCA_042863475.1	group_443	0.1111111111111111	False	True	2932.0
GCA_042863475.1	group_941	0.1111111111111111	False	True	1866.0
GCA_042863475.1	mobC	0.10493827160493827	False	True	1331.0
GCA_042863475.1	group_940	0.10802469135802469	False	False	0.0
GCA_042863475.1	group_4068	0.05555555555555555	False	False	0.0
GCA_042863475.1	group_754	0.2962962962962963	False	False	808.0
GCA_042863475.1	group_4182	0.06481481481481481	False	False	0.0
GCA_042863475.1	group_4186	0.05864197530864197	False	True	0.0
GCA_042863475.1	group_4183	0.05864197530864197	True	True	294.0
GCA_042863475.1	bcrR	0.05864197530864197	False	True	481.0
GCA_042863475.1	bcrA	0.05864197530864197	False	True	1278.0
GCA_042863475.1	group_4185	0.05864197530864197	False	True	974.0
GCA_042863475.1	bcrD	0.05864197530864197	False	True	144.0
GCA_042863475.1	group_4184	0.046296296296296294	False	False	0.0
GCA_042863475.1	group_5666	0.040123456790123455	False	False	1678.0
GCA_042863475.1	group_1481	0.39197530864197533	False	False	1222.0
GCA_042863475.1	group_5849	0.05555555555555555	False	False	493.0
GCA_042863475.1	lepB	0.941358024691358	False	False	19393.0
GCA_042863475.1	glmS	0.941358024691358	False	False	20126.0
GCA_042863475.1	group_3900	0.9444444444444444	False	False	85259.0
GCA_042863475.1	group_4002	0.9475308641975309	False	False	104466.0
GCA_042863475.1	group_1925	0.6759259259259259	False	False	112702.0
GCA_042863475.1	group_3002	0.6759259259259259	False	False	113411.0
GCA_042863475.1	group_3734	0.6234567901234568	False	False	115188.0
GCA_042863475.1	group_2152	0.6203703703703703	False	False	123961.0
GCA_042863475.1	group_3009	0.9166666666666666	False	False	168275.0
GCA_042863475.1	folB	0.9382716049382716	False	False	175868.0
GCA_042863475.1	folE	0.9382716049382716	False	False	177043.0
GCA_042863475.1	group_214	0.6820987654320988	False	False	183441.0
GCA_042863475.1	group_3374	0.6944444444444444	False	False	183851.0
GCA_042863475.1	group_3369	0.6944444444444444	False	False	184576.0
GCA_042863475.1	group_1175	0.6882716049382716	False	False	185331.0
GCA_042863475.1	group_1924	0.6944444444444444	False	False	186834.0
GCA_042863475.1	group_3001	0.691358024691358	False	False	187122.0
GCA_042863475.1	group_1382	0.6882716049382716	False	False	188461.0
GCA_042863475.1	slc2	0.941358024691358	False	False	208807.0
GCA_042863475.1	group_848	0.654320987654321	True	False	226501.0
GCA_042863475.1	group_407	0.12962962962962962	False	False	234895.0
GCA_042863475.1	group_208	0.7561728395061729	False	False	307505.0
GCA_042863475.1	group_4096	0.8425925925925926	False	False	312343.0
GCA_042863475.1	ideS	0.4166666666666667	False	False	313021.0
GCA_042863475.1	group_2850	0.12345679012345678	False	False	253209.0
GCA_042863475.1	group_3352	0.9228395061728395	False	False	246971.0
GCA_042863475.1	group_3193	0.9320987654320988	False	False	234737.0
GCA_042863475.1	group_381	0.9259259259259259	False	False	234412.0
GCA_042863475.1	group_4080	0.7098765432098766	True	False	215670.0
GCA_042863475.1	scl1~~~slc1	0.9135802469135802	False	False	189448.0
GCA_042863475.1	group_294	0.08024691358024691	False	False	185104.0
GCA_042863475.1	group_861	0.5030864197530864	False	False	177724.0
GCA_042863475.1	group_3926	0.49691358024691357	False	False	177163.0
GCA_042863475.1	smeZ	0.8518518518518519	False	False	176213.0
GCA_042863475.1	group_555	0.7006172839506173	False	False	175662.0
GCA_042863475.1	fbpA	0.8858024691358025	False	False	165155.0
GCA_042863475.1	enn	0.691358024691358	False	False	160009.0
GCA_042863475.1	mrp	0.8580246913580247	False	False	156999.0
GCA_042863475.1	group_3880	0.8858024691358025	True	False	154641.0
GCA_042863475.1	group_86	0.6080246913580247	False	False	143960.0
GCA_042863475.1	group_1185	0.6141975308641975	False	False	140724.0
GCA_042863475.1	group_4097	0.7901234567901234	True	False	136440.0
GCA_042863475.1	group_3884	0.2716049382716049	False	False	114362.0
GCA_042863475.1	group_814	0.9104938271604939	False	False	101939.0
GCA_042863475.1	ftcD	0.8518518518518519	False	False	100952.0
GCA_042863475.1	group_3591	0.9228395061728395	False	False	100315.0
GCA_042863475.1	group_1099	0.9104938271604939	False	False	98624.0
GCA_042863475.1	group_756	0.9104938271604939	False	False	96443.0
GCA_042863475.1	group_280	0.7932098765432098	False	False	89543.0
GCA_042863475.1	tsf	0.7932098765432098	False	False	88369.0
GCA_042863475.1	group_277	0.941358024691358	False	False	86307.0
GCA_042863475.1	group_8	0.8425925925925926	False	False	49960.0
GCA_042863475.1	cadX	0.8425925925925926	False	False	49610.0
GCA_042863475.1	group_2840	0.09259259259259259	False	False	47352.0
GCA_042863475.1	group_1534	0.12345679012345678	False	False	46887.0
GCA_042863475.1	group_1600	0.7777777777777778	False	False	45787.0
GCA_042863475.1	group_2038	0.09259259259259259	False	False	45185.0
GCA_042863475.1	group_1525	0.13580246913580246	False	False	44376.0
GCA_042863475.1	group_1487	0.11419753086419752	False	False	44135.0
GCA_042863475.1	group_879	0.13271604938271606	False	False	42781.0
GCA_042863475.1	group_2706	0.8765432098765432	False	False	503.0
GCA_042863475.1	group_2703	0.7037037037037037	False	True	854.0
GCA_042863475.1	group_3228	0.654320987654321	False	True	83.0
GCA_042863475.1	group_1095	0.8425925925925926	False	False	422.0
GCA_042863475.1	group_3351	0.6604938271604939	False	False	1557.0
GCA_042863475.1	group_3163	0.6666666666666666	False	False	2502.0
GCA_042863475.1	group_2500	0.6481481481481481	False	False	3763.0
GCA_042863475.1	group_4060	0.6481481481481481	False	False	4611.0
GCA_042863475.1	group_141	0.6820987654320988	False	False	5366.0
GCA_042863475.1	group_413	0.8024691358024691	False	False	7395.0
GCA_042863475.1	group_3934	0.8518518518518519	True	False	29040.0
GCA_042863475.1	group_203	0.8271604938271605	False	False	963.0
GCA_042863475.1	group_3371	0.9320987654320988	True	False	469.0
GCA_042863475.1	group_1188	0.8518518518518519	True	False	229.0
GCA_042863475.1	group_4095	0.6882716049382716	False	False	177.0
GCA_042863475.1	group_172	0.5432098765432098	True	False	384.0
GCA_042863475.1	group_2263	0.16358024691358025	False	False	29879.0
GCA_042863475.1	spej	0.33641975308641975	False	False	30763.0
GCA_042863475.1	group_2271	0.25925925925925924	True	False	31763.0
GCA_042863475.1	group_1255	0.45987654320987653	False	False	32775.0
GCA_042863475.1	group_1623	0.7006172839506173	False	False	33523.0
GCA_042863475.1	group_2502	0.8333333333333334	False	False	328.0
GCA_042863475.1	group_2382	0.8302469135802469	False	False	851.0
GCA_042863475.1	group_1933	0.8240740740740741	False	False	2407.0
GCA_042863475.1	group_207	0.05246913580246913	False	False	22909.0
GCA_042863475.1	group_4190	0.04938271604938271	False	False	24409.0
GCA_042863475.1	group_1835	0.941358024691358	True	False	26825.0
GCA_042863475.1	group_985	0.13580246913580246	False	False	52931.0
GCA_042863475.1	group_215	0.10493827160493827	False	False	58148.0
GCA_042863475.1	group_1313	0.1728395061728395	False	False	59007.0
GCA_042863475.1	group_1343	0.05246913580246913	False	False	59872.0
GCA_042863475.1	group_5756	0.05246913580246913	False	False	60893.0
GCA_042863475.1	prtF1	0.5864197530864198	False	False	64276.0
GCA_042863475.1	rofA	0.7777777777777778	False	False	65776.0
GCA_042863475.1	group_3238	0.8641975308641975	True	False	96415.0
GCA_042863475.1	group_805	0.2962962962962963	False	False	81674.0
GCA_042863475.1	group_4	0.2962962962962963	False	False	80676.0
GCA_042863475.1	group_667	0.2993827160493827	False	False	79747.0
GCA_042863475.1	tetM	0.35802469135802467	False	False	77451.0
GCA_042863475.1	group_3785	0.2962962962962963	False	False	77165.0
GCA_042863475.1	group_1491	0.3611111111111111	False	False	76752.0
GCA_042863475.1	group_385	0.2962962962962963	False	False	75825.0
GCA_042863475.1	group_2355	0.2932098765432099	False	False	75598.0
GCA_042863475.1	group_593	0.2962962962962963	False	False	74934.0
GCA_042863475.1	group_1072	0.2962962962962963	False	False	73635.0
GCA_042863475.1	group_4178	0.04938271604938271	False	False	72234.0
GCA_042863475.1	group_4170	0.04938271604938271	False	False	71171.0
GCA_042863475.1	aph3IIIa	0.08024691358024691	False	False	70101.0
GCA_042863475.1	sat4	0.06481481481481481	False	False	69466.0
GCA_042863475.1	group_4174	0.08333333333333333	False	False	68561.0
GCA_042863475.1	group_4171	0.06481481481481481	False	False	67794.0
GCA_042863475.1	group_4177	0.06790123456790123	False	False	66944.0
GCA_042863475.1	group_4172	0.06481481481481481	False	False	66705.0
GCA_042863475.1	group_4176	0.06481481481481481	False	False	65018.0
GCA_042863475.1	group_4173	0.06481481481481481	False	False	64582.0
GCA_042863475.1	group_4175	0.06481481481481481	False	False	64084.0
GCA_042863475.1	group_5872	0.046296296296296294	False	False	63437.0
GCA_042863475.1	group_5773	0.046296296296296294	False	False	61819.0
GCA_042863475.1	group_4191	0.05246913580246913	False	False	61590.0
GCA_042863475.1	group_1370	0.11419753086419752	False	False	60756.0
GCA_042863475.1	group_1369	0.06172839506172839	False	False	53072.0
GCA_042863475.1	group_1368	0.10802469135802469	False	False	52120.0
GCA_042863475.1	topB	0.10185185185185185	False	False	50406.0
GCA_042863475.1	group_1364	0.10493827160493827	False	False	49332.0
GCA_042863475.1	group_1358	0.1111111111111111	False	False	48728.0
GCA_042863475.1	group_1337	0.11728395061728394	False	False	47794.0
GCA_042863475.1	group_1300	0.1111111111111111	False	False	46196.0
GCA_042863475.1	group_1212	0.11419753086419752	False	False	45970.0
GCA_042863475.1	group_1299	0.10802469135802469	False	False	43376.0
GCA_042863475.1	group_3647	0.10802469135802469	False	False	40945.0
GCA_042863475.1	group_745	0.11419753086419752	False	False	40644.0
GCA_042863475.1	group_318	0.11728395061728394	False	False	40352.0
GCA_042863475.1	group_744	0.11419753086419752	False	False	39479.0
GCA_042863475.1	group_478	0.13580246913580246	False	False	39253.0
GCA_042863475.1	group_1229	0.1111111111111111	False	False	38940.0
GCA_042863475.1	group_1728	0.09567901234567901	False	False	38475.0
GCA_042863475.1	group_1204	0.1111111111111111	False	False	36660.0
GCA_042863475.1	group_742	0.11728395061728394	False	False	35933.0
GCA_042863475.1	group_1198	0.11728395061728394	False	False	35451.0
GCA_042863475.1	group_733	0.11419753086419752	False	False	34631.0
GCA_042863475.1	group_1197	0.10802469135802469	False	False	33861.0
GCA_042863475.1	group_3551	0.8549382716049383	False	False	32276.0
GCA_042864145.1	group_537	0.8302469135802469	True	False	39865.0
GCA_042864145.1	group_5838	0.04938271604938271	False	False	60153.0
GCA_042864145.1	group_754	0.2962962962962963	False	False	16187.0
GCA_042864145.1	group_4068	0.05555555555555555	False	False	14329.0
GCA_042864145.1	group_940	0.10802469135802469	False	False	12515.0
GCA_042864145.1	mobC	0.10493827160493827	False	False	12157.0
GCA_042864145.1	group_941	0.1111111111111111	False	False	10905.0
